"id";"name";"d1";"d2";"d3";"d4";"d5"
299;"ONEOK,Inc.(oke)";"2.82";"2.66";"6,481.20";"1.67";"1.76"
300;"LMEricssonTelefonAB(eric)";"3.07";"-2.08";"-8,936.24";"-22.74";"-5.39"
301;"NetEase,Inc.(ntes)";"3.55";"1.27";"1.97";"3.81";"4.36"
302;"ChinaUnicom(HongKong)Ltd.(chu)";"1.26";"-1.40";"2,400.16";"1.45";"7,337.21"
303;"AmphenolCorp.(aph)";"3.20";"2.88";"2.68";"-1.00";"2.80"
304;"CenteneCorp.(cnc)";"--";"--";"--";"--";"--"
305;"XcelEnergy,Inc.(xel)";"4.91";"2.65";"2.91";"1.89";"4.92"
306;"CBSCorp.(cbs)";"4.00";"5.11";"4,000.00";"4.18";"3.97"
307;"FortiveCorp.(ftv)";"2.45";"2.95";"2.61";"3.37";"2.68"
308;"StateStreetCorp.(stt)";"7.64";"7.34";"6.60";"3.70";"6.85"
309;"ArcelorMittalSA(mt)";"18.46";"12.43";"10.80";"12.92";"13.49"
310;"AlexionPharmaceuticals,Inc.(alxn)";"3.31";"-4.57";"2.49";"3,000.00";"7,800.00"
311;"EnergyTransferPartnersLP(etp)";"5.94";"8.71";"10.94";"7.61";"3.07"
312;"ImperialOilLtd.(imo)";"1.52";"4.08";"-1.08";"2.96";"-5,726.50"
313;"SiriusXMHoldings,Inc.(siri)";"3.43";"2.92";"2.89";"-3,699.60";"2.76"
314;"SpotifyTechnologySA(spot)";"-4.69";"-2.08";"-7.02";"-3.27";"-1.84"
315;"FiatChryslerAutomobilesNV(fcau)";"8.98";"12.55";"9.47";"10.69";"12.72"
316;"PPGIndustries,Inc.(ppg)";"3.72";"3.75";"3.34";"1.53";"3.98"
317;"AvalonBayCommunities,Inc.(avb)";"2.54";"1.41";"2.37";"2.38";"1.65"
318;"Welltower,Inc.(well)";"1.44";"9,948.70";"-1.68";"7,242.10";"1.46"
319;"IQVIAHoldings,Inc.(iqv)";"6,700.00";"6,800.00";"7,300.00";"10.84";"8,900.00"
320;"EquityResidential(eqr)";"9,949.20";"1.12";"6,882.30";"1.09";"1.20"
321;"PioneerNaturalResourcesCo.(pxd)";"6,300.00";"1.77";"6.60";"-2,300.00";"2.31"
322;"KelloggCo.(k)";"5.99";"4.44";"4.28";"2.97";"2.82"
323;"NXPSemiconductorsNV(nxpi)";"6,600.00";"7,000.00";"7.68";"1.23";"6,300.00"
324;"FreseniusMedicalCareAG&Co.KGaA(fms)";"3.31";"12.57";"4.05";"5.56";"4.39"
325;"PG&ECorp.(pcg)";"-9.80";"4.45";"1.18";"5.53";"4.10"
326;"Corning,Inc.(glw)";"6.25";"7.38";"-5.89";"-14.12";"3.90"
327;"ConsolidatedEdison,Inc.(ed)";"1.88";"4.28";"5.05";"4.57";"1.75"
328;"PTTelekomunikasiIndonesiaTbk(tlk)";"3.47";"5.91";"4.94";"6.36";"6.09"
329;"Square,Inc.(sq)";"-590.60";"-2,398.60";"-1,566.30";"-1,609.80";"-1,596.20"
330;"McKessonCorp.(mck)";"5.52";"-8,100.00";"-10.87";"9.60";"5,600.00"
331;"ZimmerBiometHoldings,Inc.(zbh)";"1.62";"1.85";"1.76";"12.57";"9,880.00"
332;"WiproLtd.(wit)";"2.67";"3.10";"2.79";"3.01";"3.40"
333;"Andeavor(andv)";"5.82";"2.29";"9.08";"5.93";"8,700.00"
334;"UnitedContinentalHoldings,Inc.(ual)";"8.36";"6.84";"1.47";"5.80";"6.37"
335;"SprintCorp.(s)";"1.73";"6,300.00";"71.56";"-4,800.00";"2.06"
336;"RepublicServices,Inc.(rsg)";"2.63";"2.36";"2.38";"6.65";"2.23"
337;"DiscoverFinancialServices(dfs)";"7.20";"6.63";"6.62";"3.68";"5.98"
338;"Paychex,Inc.(payx)";"2.44";"2.29";"2.60";"2.17";"2.28"
339;"Ingersoll-RandPlc(ir)";"5.31";"4.59";"1.34";"4.88";"3.68"
340;"PetrobrasArgentinaSA(pze)";"-3,191.44";"2,362.66";"6,582.19";"5,302.71";"6,250.00"
341;"M&TBankCorp.(mtb)";"5.26";"4.91";"3.51";"3.21";"3.54"
342;"T.RowePriceGroup,Inc.(trow)";"5.69";"4.38";"4.43";"3.39";"3.82"
343;"HormelFoodsCorp.(hrl)";"2.10";"2.38";"3.03";"2.18";"1.83"
344;"Twitter,Inc.(twtr)";"7.89";"1.00";"6,099.70";"9,107.90";"-2,109.50"
345;"EdisonInternational(eix)";"2.98";"2.42";"-5.34";"5.01";"3.09"
346;"TheKrogerCo.(kr)";"4.95";"19.97";"8.45";"3.85";"3.48"
347;"Brown-FormanCorp.(bf.a)";"2.00";"1.10";"1.90";"2.39";"1.78"
348;"DrPepperSnappleGroup,Inc.(dps)";"1.59";"5.08";"2.03";"1.88";"1.77"
349;"Brown-FormanCorp.(bf.b)";"2.00";"1.10";"1.90";"2.39";"1.78"
350;"TysonFoods,Inc.(tsn)";"5.42";"3.16";"16.32";"3.95";"4.48"
351;"WECEnergyGroup,Inc.(wec)";"2.31";"3.90";"4.33";"2.16";"1.99"
352;"DigitalRealtyTrust,Inc.(dlr)";"6,726.80";"6,513.40";"8,629.80";"5,330.60";"-414.00"
353;"SunLifeFinancial,Inc.(slf)";"0.00";"0.00";"0.00";"0.00";"0.00"
354;"FerrariNV(race)";"1.91";"1.82";"1.61";"1.65";"1.50"
355;"Discovery,Inc.(discb)";"2.44";"300.00";"-11.37";"2.23";"3.80"
356;"TheHersheyCo.(hsy)";"2.65";"2.23";"3.51";"1.82";"2.74"
357;"Coca-ColaEuropeanPartnersPlc(cce)";"4.16";"3.49";"1.52";"-7,181.78";"3.57"
358;"Hewlett-PackardEnterpriseCo.(hpe)";"4.52";"8.50";"14.82";"3.78";"2.48"
359;"Cummins,Inc.(cmi)";"5.54";"3.25";"-3.09";"4.57";"4.41"
360;"PPLCorp.(ppl)";"5.15";"4.51";"7,800.00";"3.54";"2.92"
361;"CenturyLink,Inc.(ctl)";"2.92";"1.15";"11.17";"9,200.00";"1,700.00"
362;"GGP,Inc.(ggp)";"8,963.10";"6,005.20";"1.98";"2.19";"1.22"
363;"Discovery,Inc.(disca)";"2.44";"300.00";"-11.37";"2.23";"3.80"
364;"LamResearchCorp.(lrcx)";"5.33";"10.21";"7.79";"-995.50";"5.91"
365;"RoyalCaribbeanCruisesLtd.(rcl)";"8.10";"4.66";"2.19";"2.88";"7.53"
366;"RockwellCollins,Inc.(col)";"2.75";"2.37";"2.80";"2.13";"1.79"
367;"DTEEnergyCo.(dte)";"3.34";"2.36";"3.50";"2.80";"2.62"
368;"ORIXCorp.(ix)";"7.32";"5.24";"8.01";"6.87";"8.07"
369;"Ventas,Inc.(vtr)";"1.02";"1.31";"7,865.50";"1.78";"1.56"
370;"HiltonWorldwideHoldings,Inc.(hlt)";"1.64";"2.17";"1.63";"8.41";"1.81"
371;"CBSCorp.(cbs.a)";"4.00";"5.11";"4,000.00";"4.18";"3.97"
372;"TELUSCorp.(tu)";"3.07";"3.26";"2.22";"2.95";"2.87"
373;"KyoceraCorp.(kyo)";"-6,115.56";"2.37";"2.55";"3.29";"3.08"
374;"AptivPlc(aptv)";"3.03";"3.16";"2.22";"4.13";"3.86"
375;"SynchronyFinancial(syf)";"6.71";"6.96";"6.40";"3.85";"5.55"
376;"DollarTree,Inc.(dltr)";"2.74";"1.61";"10.40";"2.40";"2.34"
377;"TevaPharmaceuticalIndustriesLtd.(teva)";"-1.62";"11.55";"-120.64";"6.30";"-62.86"
378;"NorthernTrustCorp.(ntrs)";"3.70";"3.85";"3.76";"3.51";"2.94"
379;"DeutscheBankAG(db)";"2.66";"4.78";"1.47";"-28.66";"7.62"
380;"IHSMarkitLtd.(info)";"1.04";"1.14";"2.41";"1.05";"1.47"
381;"TheWilliamsCos.,Inc.(wmb)";"2.69";"2.70";"16.22";"1.25";"1.93"
382;"Xilinx,Inc.(xlnx)";"2.16";"1.90";"1.66";"1,194.50";"1.68"
383;"AgilentTechnologies,Inc.(a)";"2.36";"2.05";"-3.20";"1.77";"1.75"
384;"WeyerhaeuserCo.(wy)";"2.55";"3.17";"2.69";"2.71";"1.30"
385;"DXCTechnologyCo.(dxc)";"2.31";"5.65";"7.79";"2.65";"1.73"
386;"ConchoResources,Inc.(cxo)";"1.36";"8.29";"2.65";"-1.13";"1.51"
387;"RockwellAutomation,Inc.(rok)";"1.99";"2.27";"-2.36";"2.04";"2.17"
388;"PACCAR,Inc.(pcar)";"5.45";"5.60";"5.12";"5.89";"4.03"
389;"EnergyTransferEquityLP(ete)";"6.59";"7.26";"10.68";"7.98";"3.73"
390;"LibertyGlobalPlc(lbtyb)";"6.69";"-11.79";"-1.67";"-7.79";"-6.52"
391;"CernerCorp.(cern)";"1.69";"1.69";"1.60";"3.37";"1.77"
392;"AutoZone,Inc.(azo)";"4.00";"3.67";"2.90";"2.81";"4.34"
393;"Parker-HannifinCorp.(ph)";"3.53";"3.66";"5,632.20";"2.86";"2.93"
394;"InteractiveBrokersGroup,Inc.(ibkr)";"4,100.00";"4,600.00";"-200.00";"3,100.00";"2,300.00"
395;"TheCloroxCo.(clx)";"2.17";"1.81";"2.33";"1.92";"2.02"
396;"WasteConnections,Inc.(wcn)";"1.39";"1.25";"3.15";"1.23";"1.24"
397;"FirstEnergyCorp.(fe)";"3.87";"2.67";"1.77";"-24.99";"3.96"
398;"Discovery,Inc.(disck)";"2.44";"300.00";"-11.37";"2.23";"3.80"
399;"MotorolaSolutions,Inc.(msi)";"1.81";"1.17";"-5.74";"2.13";"1.32"
400;"LibertyGlobalPlc(lbtya)";"6.69";"-11.79";"-1.67";"-7.79";"-6.52"
401;"ContinentalResources,Inc.(clr)";"2.42";"2.34";"8.42";"1,062.10";"-6,355.70"
402;"VeriskAnalytics,Inc.(vrsk)";"1.54";"1.33";"2.05";"1.21";"1.21"
403;"BestBuyCo.,Inc.(bby)";"2.44";"2.08";"3.64";"2.38";"2.09"
404;"NetApp,Inc.(ntap)";"2.83";"2.71";"-5.06";"1.75";"1.36"
405;"AmerisourceBergenCorp.(abc)";"2.78";"2.82";"8.62";"-2.95";"5,035.20"
406;"lululemonathletica,Inc.(lulu)";"9,577.00";"7,515.30";"1.20";"5,894.40";"4,871.10"
407;"LibertyGlobalPlc(lbtyk)";"6.69";"-11.79";"-1.67";"-7.79";"-6.52"
408;"McCormick&Co.,Inc.(mkc)";"1.74";"1.23";"4.23";"1.76";"1.08"
409;"RyanairHoldingsPlc(ryaay)";"9.79";"3.68";"6,403.12";"1.24";"10.52"
410;"CintasCorp.(ctas)";"2.10";"1.86";"2.91";"1.36";"1.58"
411;"WillisTowersWatsonPlc(wltw)";"5,800.00";"2.15";"2.45";"-5,400.00";"3,300.00"
412;"POSCO(pkx)";"9.16";"5.28";"10.04";"5.05";"7.95"
413;"McCormick&Co.,Inc.(mkc.v)";"1.74";"1.23";"4.23";"1.76";"1.08"
414;"ExpediaGroup,Inc.(expe)";"5.31";"-900.00";"-1.49";"5,287.50";"3.49"
415;"CA,Inc.(ca)";"1.64";"2.06";"-9,300.00";"1.81";"1.76"
416;"KeyCorp(key)";"4.82";"4.79";"4.16";"1.96";"3.63"
417;"BostonProperties,Inc.(bxp)";"1.29";"1.76";"1.04";"1.17";"1.34"
418;"NucorCorp.(nue)";"7.06";"7.11";"3.79";"3.94";"2.65"
419;"InternationalPaperCo.(ip)";"5.62";"4.30";"3.62";"14.68";"3.95"
420;"RealtyIncomeCorp.(o)";"9,638.00";"8,316.30";"6,085.20";"8,794.00";"8,113.60"
421;"SBACommunicationsCorp.(sbac)";"-5,739.10";"3,154.50";"766.00";"4,916.10";"923.30"
422;"IDEXXLaboratories,Inc.(idxx)";"1.09";"8,947.60";"3,829.00";"7,051.40";"8,540.70"
423;"KBFinancialGroup,Inc.(kb)";"8.56";"8.71";"9.04";"5.07";"7.94"
424;"FifthThirdBancorp(fitb)";"4.28";"5.80";"6.96";"5.04";"10.04"
425;"KKR&Co.LP(kkr)";"6.40";"6.80";"1.73";"1.66";"1.54"
426;"CitizensFinancialGroup,Inc.(RhodeIsland)(cfg)";"4.43";"4.25";"3.88";"6.66";"3.48"
427;"AlignTechnology,Inc.(algn)";"1.01";"1.06";"9,586.60";"1,026.40";"8,255.50"
428;"AmeripriseFinancial,Inc.(amp)";"5.03";"4.62";"5.94";"1.81";"5.03"
429;"RegionsFinancialCorp.(rf)";"3.70";"3.78";"4.14";"3.34";"3.12"
430;"HarrisCorp.(hrs)";"2.15";"2.11";"2.02";"1.39";"1.67"
431;"GlobalPayments,Inc.(gpn)";"1.18";"9,758.60";"2.50";"1.18";"7,244.30"
432;"CredicorpLtd.(bap)";"3.06";"3.29";"3.35";"3.83";"2.89"
433;"TenarisSA(ts)";"1.65";"2.36";"1.70";"1.02";"1.11"
434;"EssexPropertyTrust,Inc.(ess)";"1.00";"9,091.80";"1.04";"7,972.30";"7,075.90"
435;"FirstDataCorp.(fdc)";"4.02";"1.34";"10.02";"3.40";"2.43"
436;"HessCorp.(hes)";"-8,700.00";"-6,500.00";"-26.35";"-5.93";"-4.17"
437;"SKTelecomCo.,Ltd.(skm)";"8.33";"6.47";"5.97";"7.02";"5.40"
438;"PaloAltoNetworks,Inc.(panw)";"-230.00";"-4,670.00";"-3,490.00";"-6,400.00";"-3,820.00"
439;"StanleyBlack&Decker,Inc.(swk)";"2.48";"2.93";"1.70";"2.81";"2.74"
440;"CheckPointSoftwareTechnologiesLtd.(chkp)";"1.98";"1.98";"1.87";"2.39";"1.93"
441;"BioMarinPharmaceutical,Inc.(bmrn)";"-1,262.00";"-1,679.20";"-4,414.90";"-5,139.20";"-1,252.70"
442;"UltaBeauty,Inc.(ulta)";"1.48";"1.64";"2.08";"1.05";"1.14"
443;"MagnaInternational,Inc.(mga)";"6.36";"6.69";"5.72";"5.12";"5.74"
444;"AdvancedMicroDevices,Inc.(amd)";"1.02";"1.16";"8,100.00";"6,100.00";"7,100.00"
445;"SpectraEnergyPartnersLP(sep)";"3.91";"4.18";"-4.89";"4.71";"3.67"
446;"TransDigmGroup,Inc.(tdg)";"2.17";"2.02";"2.56";"1.21";"1.69"
447;"PembinaPipelineCorp.(pba)";"1.91";"2.61";"3.50";"8,536.92";"9,221.90"
448;"VeriSign,Inc.(vrsn)";"1.38";"1.28";"1.34";"1.03";"1.15"
449;"NewmontMiningCorp.(nem)";"-1.40";"2.80";"1.69";"-5.01";"2.05"
450;"AristaNetworks,Inc.(anet)";"-1.55";"1.44";"1.04";"1.34";"1.02"
451;"CGIGroup,Inc.(gib)";"2.23";"2.17";"2.24";"1.66";"2.06"
452;"TotalSystemServices,Inc.(tss)";"1.56";"1.42";"1.43";"2.44";"1.24"
453;"OmnicomGroup,Inc.(omc)";"3.31";"3.95";"2.85";"2.88";"2.87"
454;"NomuraHoldings,Inc.(nmr)";"4,784.71";"2.09";"7.79";"4.67";"5.12"
455;"FleetCorTechnologies,Inc.(flt)";"1.77";"1.75";"2.83";"2.03";"1.31"
456;"AmericanWaterWorksCo.,Inc.(awk)";"1.62";"1.06";"-100.00";"2.03";"1.31"
457;"LaboratoryCorp.ofAmericaHoldings(lh)";"3.19";"2.34";"1.73";"7.09";"1.83"
458;"MylanNV(myl)";"3,750.00";"8,710.00";"2.44";"8,830.00";"2.97"
459;"Freeport-McMoRan,Inc.(fcx)";"6.68";"10.36";"8.24";"11.92";"2.39"
460;"CheniereEnergyPartnersLP(cqp)";"300.00";"6,300.00";"1.32";"2,300.00";"4,600.00"
461;"TheHartfordFinancialServicesGroup,Inc.(hig)";"1,600.00";"-300.00";"1.07";"1.12";"--"
462;"DevonEnergyCorp.(dvn)";"-4.75";"-1.53";"3.07";"2.45";"4.46"
463;"PlainsAllAmericanPipelineLP(paa)";"9,900.00";"2.86";"1.86";"2,900.00";"1.84"
464;"AmerenCorp.(aee)";"2.40";"1.53";"-5,900.00";"2.90";"1.94"
465;"IAC/InterActiveCorp.(iac)";"2.81";"8,783.90";"2,334.90";"2.26";"8,055.70"
466;"CardinalHealth,Inc.(cah)";"-11.66";"2.55";"10.53";"1.17";"2.78"
467;"W.W.Grainger,Inc.(gww)";"1.15";"2.46";"2.39";"1.61";"1.69"
468;"MarathonOilCorp.(mro)";"9,600.00";"3.56";"-2,800.00";"-5.99";"-1.53"
469;"FranklinResources,Inc.(ben)";"5.03";"3.99";"4.28";"-5.84";"4.23"
470;"Evergy,Inc.(evrg)";"1.04";"6,280.00";"3,520.70";"1.60";"7,590.90"
471;"AMETEK,Inc.(ame)";"1.94";"1.81";"2.39";"1.54";"1.50"
472;"Ctrip.comInternationalLtd.(ctrp)";"3.76";"1.64";"7,099.88";"1.90";"5,136.88"
473;"BallCorp.(bll)";"1.20";"1.25";"1.84";"5,100.00";"10,000.00"
474;"EntergyCorp.(etr)";"2.49";"1.36";"-4.76";"4.02";"4.13"
475;"iQIYI,Inc.(iq)";"-3.29";"-6,239.27";"-9,258.88";"-1.58";"-1.39"
476;"KoreaElectricPowerCorp.(kep)";"-8.45";"-2.34";"-12.32";"13.53";"3.17"
477;"AmericanAirlinesGroup,Inc.(aal)";"3.41";"5.66";"1.86";"2.58";"6.24"
478;"XLGroupLtd.(xl)";"--";"--";"--";"--";"--"
479;"BarrickGoldCorp.(abx)";"-3.86";"-7,600.00";"1.92";"-4.67";"-4,300.00"
480;"FirstRepublicBank(SanFrancisco)(frc)";"2.14";"2.10";"1.99";"1.94";"2.00"
481;"HuntingtonBancshares,Inc.(hban)";"3.78";"3.55";"3.26";"4.32";"2.75"
482;"Avangrid,Inc.(agr)";"1.34";"1.10";"2.38";"-7,700.00";"10,000.00"
483;"SkyworksSolutions,Inc.(swks)";"2.87";"2.76";"7,040.00";"2.81";"2.46"
484;"ResMed,Inc.(rmd)";"1.06";"1.10";"1.10";"952.70";"8,612.50"
485;"MicrochipTechnology,Inc.(mchp)";"3,570.00";"1.47";"-2.51";"1.89";"1.71"
486;"L3Technologies,Inc.(lll)";"2.08";"1.89";"1.92";"2.71";"2,600.00"
487;"GenuinePartsCo.(gpc)";"2.20";"2.27";"1.77";"1.08";"1.58"
488;"Church&DwightCo.,Inc.(chd)";"1.22";"1.58";"4.06";"1.33";"7,290.00"
489;"ABIOMED,Inc.(abmd)";"9,006.60";"3,684.70";"1,344.60";"2,450.30";"3,737.40"
490;"AlticeUSA,Inc.(atus)";"-9,800.40";"-1.29";"22.55";"-1.82";"-4.75"
491;"LoewsCorp.(l)";"--";"--";"--";"--";"--"
492;"LibertyMediaCorp.LibertySiriusXM(lsxmb)";"2.48";"10.11";"2.74";"1.85";"1.89"
493;"MarkelCorp.(mkl)";"--";"--";"--";"--";"--"
494;"WatersCorp.(wat)";"1.41";"1.56";"1.12";"-3.53";"1.36"
495;"FastenalCo.(fast)";"1.98";"2.11";"1.74";"1.52";"1.43"
496;"CheniereEnergy,Inc.(lng)";"1.50";"6.00";"2.80";"9,000.00";"2,100.00"
497;"LibertyBroadbandCorp.(lbrdk)";"1,058.00";"-1,507.00";"20.61";"-986.40";"-297.70"
498;"LibertyBroadbandCorp.(lbrda)";"1,058.00";"-1,507.00";"20.61";"-986.40";"-297.70"
499;"CMSEnergyCorp.(cms)";"1.69";"1.40";"2.41";"-200.00";"1.72"
500;"ConagraBrands,Inc.(cag)";"1.78";"7,060.00";"3.49";"2.24";"1.54"
501;"Viacom,Inc.(via)";"5.14";"2.64";"5.51";"6.95";"6.88"
502;"MagellanMidstreamPartnersLP(mmp)";"2.14";"2.11";"2.38";"1.99";"2.10"
503;"Fortis,Inc.(fts)";"2.26";"2.88";"1.22";"2.56";"2.32"
504;"CNHIndustrialNV(cnhi)";"4.08";"2.02";"-4,000.00";"5,700.00";"2.47"
505;"Nasdaq,Inc.(ndaq)";"1.63";"1.62";"1.77";"2.46";"1.71"
506;"ApacheCorp.(apa)";"2.69";"2.06";"5.18";"1.05";"6.13"
507;"HostHotels&Resorts,Inc.(hst)";"2.09";"2.53";"9,200.00";"1.04";"2.10"
508;"Shopify,Inc.(shop)";"-2,318.40";"-2,395.30";"-1,590.20";"-298.70";"-938.00"
509;"CitrixSystems,Inc.(ctxs)";"1.59";"1.07";"1.44";"-2.84";"1.27"
510;"Splunk,Inc.(splk)";"-1.03";"-1.18";"-2,507.00";"-5,060.20";"-8,350.00"
511;"BancoSantanderChileSA(bsac)";"1.96";"2.49";"2.52";"2.06";"2.39"
512;"BancodeChileSA(bch)";"2.61";"2.37";"2.25";"2.09";"2.40"
513;"LennarCorp.(len)";"4.64";"3.12";"1.35";"2.95";"2.41"
514;"ArthurJ.Gallagher&Co.(ajg)";"1.28";"1.15";"2.74";"1.05";"1.30"
515;"MaximIntegratedProducts,Inc.(mxim)";"1.94";"1.94";"-7,501.50";"1.55";"1.63"
516;"Mettler-ToledoInternational,Inc.(mtd)";"1.11";"9,330.40";"7,697.60";"1.05";"1.02"
517;"NationalOilwellVarco,Inc.(nov)";"400.00";"2,500.00";"-6,600.00";"-1,500.00";"-2,700.00"
518;"IncyteCorp.(incy)";"5,239.40";"-4,114.00";"-1.50";"3,605.40";"-1,248.40"
519;"MolsonCoorsBrewingCo.(tap.a)";"4.31";"2.83";"5.93";"2.86";"3.27"
520;"RestaurantBrandsInternational,Inc.(qsr)";"2.50";"3.14";"2.79";"5.78";"2.47"
521;"CBREGroup,Inc.(cbre)";"2.30";"1.50";"1.71";"1.97";"1.98"
522;"KLA-TencorCorp.(klac)";"3.49";"3.07";"-1.34";"2.81";"2.56"
523;"Comerica,Inc.(cma)";"3.16";"3.24";"2.79";"1.12";"2.24"
524;"D.R.Horton,Inc.(dhi)";"4.54";"3.51";"1.89";"3.13";"2.89"
525;"BroadridgeFinancialSolutions,Inc.(br)";"2.07";"1.09";"6,210.00";"4,990.00";"1.87"
526;"Tiffany&Co.(tif)";"1.45";"1.42";"6,190.00";"1.00";"1.15"
527;"Fortinet,Inc.(ftnt)";"4,930.00";"4,160.00";"-2,896.10";"2,661.00";"2,303.30"
528;"DISHNetworkCorp.(dish)";"4.60";"3.85";"14.01";"3.15";"5,876.20"
529;"DardenRestaurants,Inc.(dri)";"1.69";"1.75";"2.19";"8,860.00";"1.21"
530;"WellCareHealthPlans,Inc.(wcg)";"--";"--";"--";"--";"--"
531;"PrincipalFinancialGroup,Inc.(pfg)";"--";"--";"--";"--";"--"
532;"MGMResortsInternational(mgm)";"1.40";"2.66";"14.25";"1.76";"2.42"
533;"STMicroelectronicsNV(stm)";"3.72";"2.61";"2.42";"3.25";"2.55"
534;"VornadoRealtyTrust(vno)";"1.12";"-1,785.20";"2,450.20";"-2,903.50";"1.16"
535;"Synopsys,Inc.(snps)";"7,940.90";"1.02";"-369.10";"-1.20";"1.17"
536;"Gartner,Inc.(it)";"4,627.00";"-1,958.70";"1.07";"-4,818.00";"-9,228.10"
537;"LibertyMediaCorp.LibertySiriusXM(lsxma)";"2.48";"10.11";"2.74";"1.85";"1.89"
538;"LibertyMediaCorp.LibertySiriusXM(lsxmk)";"2.48";"10.11";"2.74";"1.85";"1.89"
539;"AlexandriaRealEstateEquities,Inc.(are)";"5,201.60";"1.32";"3,683.10";"5,127.30";"3,163.00"
540;"CoStarGroup,Inc.(csgp)";"5,875.90";"4,383.50";"5,223.10";"4,420.40";"3,417.70"
541;"Textron,Inc.(txt)";"5.63";"2.24";"1.89";"-1.06";"1.59"
542;"MSCI,Inc.(msci)";"1.17";"1.15";"6,460.20";"8,515.30";"8,126.60"
543;"HCP,Inc.(hcp)";"8,948.10";"3,984.10";"-5,929.80";"-778.80";"1,928.30"
544;"MercadoLibre,Inc.(meli)";"-1,125.10";"-1,291.90";"-6,772.00";"531.60";"4,851.80"
545;"Take-TwoInteractiveSoftware,Inc.(ttwo)";"7,169.30";"9,077.10";"2,507.80";"-273.60";"5,968.80"
546;"Kohl'sCorp.(kss)";"2.92";"7,500.00";"4.68";"1.17";"2.08"
547;"LincolnNationalCorp.(lnc)";"--";"--";"--";"--";"--"
548;"CelaneseCorp.(ce)";"4.08";"3.45";"3.67";"2.05";"2.32"
549;"Rollins,Inc.(rol)";"6,662.80";"6,554.20";"4,852.50";"3,373.50";"5,143.00"
550;"CincinnatiFinancialCorp.(cinf)";"--";"--";"--";"--";"--"
551;"QuestDiagnostics,Inc.(dgx)";"2.26";"2.33";"1.88";"2.66";"1.74"
552;"CadenceDesignSystems,Inc.(cdns)";"9,931.80";"7,514.90";"7,288.50";"-1,444.20";"8,115.70"
553;"HenrySchein,Inc.(hsic)";"1.48";"1.49";"851.00";"1.51";"1.50"
554;"AEGONNV(aeg)";"0.00";"--";"--";"--";"--"
555;"IcahnEnterprisesLP(iep)";"4.33";"4.23";"1.97";"8.29";"17.25"
556;"CarMax,Inc.(kmx)";"2.21";"2.39";"1.22";"1.49";"1.81"
557;"WesternDigitalCorp.(wdc)";"5.11";"7.56";"6,100.00";"-8.23";"6.81"
558;"Viacom,Inc.(viab)";"5.14";"2.64";"5.51";"6.95";"6.88"
559;"WeiboCorp.(wb)";"1.39";"9,955.93";"1.31";"1.01";"7,343.33"
560;"TheJ.M.SmuckerCo.(sjm)";"1.32";"1.85";"8.27";"1.94";"1.26"
561;"ChipotleMexicanGrill,Inc.(cmg)";"3,820.40";"4,688.40";"5,944.60";"4,379.30";"1,961.00"
562;"E*TRADEFinancialCorp.(etfc)";"2.61";"2.50";"2.35";"1.29";"1.35"
563;"CboeGlobalMarkets,Inc.(cboe)";"8,240.00";"1.17";"2.55";"5,970.00";"6,730.00"
564;"AdvanceAutoParts,Inc.(aap)";"1.18";"1.37";"1.85";"9,599.60";"8,704.90"
565;"MolsonCoorsBrewingCo.(tap)";"4.31";"2.83";"5.93";"2.86";"3.27"
566;"TheCooperCos.,Inc.(coo)";"1.01";"6,090.00";"-1.23";"8,860.00";"1.04"
567;"ANSYS,Inc.(anss)";"9,259.60";"8,428.00";"5,258.50";"7,363.00";"6,973.00"
568;"ChinaEasternAirlinesCorp.Ltd.(cea)";"3.57";"5,455.87";"3.39";"-2.53";"5.80"
569;"C.H.RobinsonWorldwide,Inc.(chrw)";"1.59";"1.42";"1.53";"1.19";"1.11"
570;"VeevaSystems,Inc.(veev)";"5,028.60";"4,431.00";"3,370.60";"3,439.30";"3,784.40"
571;"YumChinaHoldings,Inc.(yumc)";"1.50";"2.96";"-8,500.00";"2.21";"1.13"
572;"DoverCorp.(dov)";"1.57";"1.66";"1.31";"2.96";"1.79"
573;"SVBFinancialGroup(sivb)";"2.81";"2.47";"2.08";"1.25";"1.54"
574;"CDWCorp.(cdw)";"1.73";"1.27";"1.95";"1.29";"1.41"
575;"TechnipFMCPlc(fti)";"1.34";"1.10";"9,140.00";"-1.28";"1.18"
576;"NobleEnergy,Inc.(nbl)";"-600.00";"5.74";"5.16";"-1.15";"-14.98"
577;"Xylem,Inc.(xyl)";"1.15";"7,900.00";"7,000.00";"1.04";"10,000.00"
578;"CenterPointEnergy,Inc.(cnp)";"-7,500.00";"1.65";"12.96";"1.69";"1.35"
579;"Tapestry,Inc.(tpr)";"2.12";"1.40";"6,320.00";"-1,770.00";"1.52"
580;"Hasbro,Inc.(has)";"2.64";"6,029.90";"-1.12";"-529.80";"2.66"
581;"J.B.HuntTransportServices,Inc.(jbht)";"1.31";"1.52";"1.18";"3.85";"1.00"
582;"GarminLtd.(grmn)";"1.90";"1.29";"1.39";"1.47";"1.71"
583;"Equifax,Inc.(efx)";"3,960.00";"1.46";"9,380.00";"1.74";"1.01"
584;"InvitationHomes,Inc.(invh)";"-1,809.60";"-2,299.30";"-5,189.30";"-2,650.10";"-474.20"
585;"BurlingtonStores,Inc.(burl)";"7,095.70";"8,258.80";"2.41";"4,487.90";"4,690.20"
586;"CNAFinancialCorp.(cna)";"--";"--";"--";"--";"--"
